make,transmission_type,seats_cop,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_patrol,seller_dealer,seller_self,year,km_driven,engine,max_power,model,selling_price
maruti,0,0,0,0,0,0,1,0,0,1,0,2013,79799,3771,117,s-cross,236422.67866156675
toyota,1,0,0,1,0,0,0,1,0,1,1,2020,58157,3786,179,fortuner,272399.9763610869
toyota,0,0,0,1,0,0,0,0,1,0,0,2013,160899,3711,405,corolla,316311.8013591394
hyundai,0,0,1,0,0,0,0,0,1,0,1,2002,57789,1265,376,i20,312027.9257969328
honda,0,0,0,1,0,0,1,0,0,0,1,2017,54769,3100,252,jazz,253860.44024915676
ford,1,0,0,0,0,1,0,0,0,0,1,2020,110941,1750,469,ecosport,339431.4194433799
maruti,1,1,0,0,0,0,0,0,1,1,1,2001,168892,1479,282,baleno,276527.7522897554
hyundai,1,0,0,0,0,0,0,0,1,1,1,2006,109326,3450,203,venue,191294.06749688394
toyota,1,0,1,0,0,0,0,0,1,1,0,2019,145232,4760,207,camry,215850.91904296278
ford,0,0,0,1,0,0,0,0,1,0,0,2021,2853,3618,331,figo,310622.8403861062
suzuki,1,0,0,0,0,0,0,0,1,0,0,2020,184681,2295,243,wagonr,219044.50307989033
suzuki,0,0,1,0,0,1,0,0,0,1,0,2005,14329,4406,414,ciaz,244709.19113642554
maruti,1,0,0,1,0,0,0,1,0,0,1,2013,127987,4832,471,ignis,212067.11878306072
hyundai,1,0,0,1,0,0,1,0,0,1,0,2010,139396,4541,204,i10,151363.32276064483
honda,0,0,0,1,0,0,0,1,0,1,0,2017,52622,3654,245,jazz,268190.90644310584
suzuki,1,0,0,1,0,0,0,1,0,0,0,2000,21887,4996,282,swift,209298.7395320863
honda,1,0,0,1,1,0,0,0,0,1,0,2001,92270,1554,457,wr-v,404432.46933258564
honda,0,0,0,1,0,0,0,1,0,0,1,2002,159239,4889,457,civic,270078.30486789264
suzuki,0,0,1,0,0,0,0,0,1,0,0,2017,8074,1570,167,vitara brezza,235839.99065171494
honda,0,1,0,0,0,0,0,0,1,0,1,2014,76657,2000,164,wr-v,275034.5017206062
maruti,0,0,0,1,0,0,0,0,0,0,1,2010,149532,2135,344,ciaz,277795.6159947982
maruti,1,0,0,1,0,0,0,1,0,1,0,2010,103816,1366,95,ciaz,229801.28724137618
hyundai,1,0,1,0,0,0,0,0,1,1,1,2010,25980,4075,125,venue,185060.7006363604
maruti,1,0,0,1,0,0,0,0,1,0,0,2011,76140,2372,473,s-cross,283135.5759837644
toyota,0,1,0,0,0,0,0,0,1,1,0,2007,169212,1223,140,corolla,241727.244440598
ford,0,0,0,1,0,0,0,1,0,0,0,2017,186342,4292,355,freestyle,354913.9348107237
maruti,1,0,0,1,0,0,0,0,1,1,0,2021,30513,3349,229,ertiga,293780.67300886754
hyundai,1,0,1,0,0,0,0,1,0,1,0,2007,127625,2777,488,creta,250453.24750692904
ford,1,0,0,1,0,0,0,0,1,1,1,2013,196439,2175,161,endeavour,191431.90111028004
ford,0,0,1,0,0,0,0,1,0,1,0,2015,5519,1543,155,endeavour,205516.36076105197
maruti,1,0,1,0,0,0,0,0,0,0,0,2010,61001,1858,393,baleno,265526.4281366015
toyota,0,0,0,1,0,0,1,0,0,0,1,2011,92565,4289,298,innova,182857.76414345053
toyota,0,0,0,1,0,0,0,1,0,0,0,2019,182914,4186,317,yaris,284860.20254545216
ford,1,0,0,0,0,0,0,0,1,1,0,2005,150795,3201,87,aspire,100073.21828583058
ford,1,1,0,0,0,0,0,1,0,1,1,2015,16940,3805,371,ecosport,240891.22339009948
suzuki,1,0,0,1,0,0,0,0,1,1,0,2003,118464,2375,255,vitara brezza,178406.01342440187
hyundai,0,0,0,1,0,0,0,0,1,1,1,2014,58780,4821,448,i20,320434.7684363507
ford,1,0,0,1,0,0,0,0,1,0,1,2008,94263,1971,403,aspire,354369.70345550904
hyundai,0,0,0,0,0,1,0,0,0,0,1,2002,2925,4240,94,verna,122137.87998184317
toyota,0,0,0,1,0,0,0,0,1,0,0,2017,41308,4344,178,yaris,121538.77410655482
maruti,0,0,0,1,0,0,0,0,1,1,1,2013,114655,3570,166,ignis,309345.98596204177
suzuki,0,0,1,0,0,0,0,1,0,1,1,2015,122084,4982,194,alto,256585.40975281346
maruti,1,0,1,0,0,0,0,0,1,0,0,2015,185859,2869,202,baleno,149103.77591810602
maruti,1,0,1,0,0,0,0,0,1,0,1,2009,130835,3799,414,baleno,317871.11621671374
suzuki,0,0,0,1,0,0,0,1,0,0,1,2001,87449,3315,130,alto,224470.41438063388
honda,0,0,0,1,0,0,0,1,0,1,0,2014,109924,2721,468,wr-v,302797.44233802427
hyundai,0,0,0,1,0,0,0,0,1,1,0,2007,23886,2160,186,verna,216021.6938417932
suzuki,1,1,0,0,0,0,0,0,1,1,1,2000,65342,1063,150,wagonr,230793.8188507275
toyota,1,0,0,1,0,0,0,0,1,1,0,2003,74392,4529,66,fortuner,153290.23499651504
ford,1,0,0,1,0,0,0,0,1,1,1,2020,130852,1489,69,freestyle,251746.16510438174
hyundai,0,0,0,1,0,0,1,0,0,1,0,2013,62058,4841,138,creta,280551.2405437797
ford,1,0,0,0,0,0,0,1,0,1,1,2008,142080,3563,480,ecosport,372392.9957282064
ford,1,0,0,1,0,0,0,1,0,0,0,2014,108486,2512,468,figo,317504.50063299143
toyota,1,0,0,1,0,0,0,1,0,1,0,2011,31623,2371,471,fortuner,401998.23373748444
ford,1,0,0,1,0,0,0,0,1,0,0,2006,93732,4208,207,endeavour,262623.5941736378
hyundai,1,1,0,0,0,0,0,0,1,0,1,2003,16811,3330,467,i10,277419.0235508398
hyundai,0,0,1,0,0,0,0,1,0,0,0,2013,104169,2088,464,venue,342135.21598539694
maruti,1,0,0,1,0,0,0,0,1,0,0,2007,176463,3518,487,s-cross,420134.04389566946
toyota,0,0,0,1,0,0,0,0,1,1,1,2018,184493,4350,176,innova,299445.9828963707
honda,0,0,0,1,0,0,0,0,1,1,0,2001,146823,1510,220,jazz,204487.59404995284
suzuki,0,0,1,0,0,0,0,1,0,0,0,2007,26274,1190,318,swift,279337.70653817285
ford,1,0,1,0,0,0,0,0,1,1,1,2015,17563,3312,304,freestyle,303865.14309703454
honda,1,0,0,1,0,0,0,0,1,0,0,2011,62263,1694,484,wr-v,417911.3849899684
suzuki,0,0,0,0,0,0,1,0,0,1,0,2013,8782,1667,351,ciaz,323305.61462102726
toyota,0,0,0,0,0,0,0,1,0,1,0,2018,148723,3783,204,yaris,323408.32871578773
maruti,1,0,1,0,1,0,0,0,0,0,0,2017,85157,4538,272,ignis,296167.0032089034
ford,1,0,1,0,0,1,0,0,0,1,0,2014,47962,2243,319,aspire,319351.3633191666
hyundai,1,0,0,1,0,0,0,0,1,0,0,2018,6020,4215,70,i20,131617.11702794698
toyota,0,0,0,1,0,0,0,0,1,0,0,2011,25553,2575,421,camry,412489.0725839487
suzuki,1,0,0,1,0,0,0,1,0,0,0,2002,34953,4320,334,wagonr,229632.85400309856
hyundai,1,1,0,0,0,0,0,0,1,0,0,2012,80520,1224,323,creta,223043.88526137118
suzuki,1,0,0,1,0,0,0,0,1,1,0,2007,130588,3103,194,wagonr,151218.7619106324
hyundai,1,0,0,1,0,0,1,0,0,0,1,2008,67964,3106,67,verna,213326.01124431455
ford,1,0,0,1,0,0,1,0,0,1,1,2009,144824,1858,153,figo,236798.4108184416
honda,1,0,0,1,0,0,1,0,0,0,0,2014,61381,2686,407,jazz,337813.9750200218
maruti,0,0,1,0,0,0,1,0,0,1,0,2021,187602,3515,463,baleno,418264.69678816415
suzuki,0,0,0,1,0,0,1,0,0,0,0,2015,116535,4339,333,swift,415340.74797285174
honda,1,0,1,0,0,0,0,0,1,1,0,2001,122159,3916,305,amaze,235280.37617630325
ford,1,1,0,0,0,1,0,0,0,1,0,2003,178944,3936,248,ecosport,326676.4587898111
honda,1,1,0,0,0,0,0,0,1,1,1,2016,53150,4216,103,wr-v,139569.07867838617
hyundai,1,0,0,1,0,0,0,0,1,0,0,2011,42035,4655,369,venue,263935.3311430073
honda,0,0,0,0,0,0,1,0,0,1,1,2014,92809,2245,466,civic,344340.6139851315
toyota,0,0,0,1,0,0,0,0,1,0,1,2018,117464,4875,251,yaris,221208.7289288309
hyundai,1,0,0,0,0,0,0,1,0,1,0,2001,80650,4429,412,i20,272391.53147330915
ford,1,0,0,1,0,0,0,0,1,1,0,2006,76043,1594,497,aspire,254798.10329142323
honda,0,0,0,0,0,0,0,0,1,0,1,2021,86077,1612,187,civic,204199.70512274976
suzuki,1,0,0,1,0,1,0,0,0,1,0,2007,180552,2470,443,ciaz,361853.28059665405
suzuki,1,0,1,0,0,0,0,0,1,0,0,2018,43248,2499,189,ciaz,134424.68597387982
ford,0,0,1,0,0,0,0,1,0,0,1,2010,55737,1704,173,freestyle,137412.0487260526
toyota,0,0,0,1,0,0,0,0,1,0,0,2013,185597,3118,165,yaris,211678.62814199075
toyota,0,1,0,0,0,0,0,0,1,0,0,2017,91367,2494,102,innova,206712.78434707137
suzuki,1,0,0,1,0,0,0,0,1,1,1,2005,120347,2004,373,alto,262425.9744365699
maruti,1,1,0,0,0,0,0,0,1,1,1,2012,117266,4925,333,ignis,302292.453223259
maruti,1,0,1,0,0,0,0,0,1,1,1,2015,193998,2030,139,ignis,293986.6936802607
maruti,1,1,0,0,0,0,0,1,0,0,1,2016,70669,3246,391,ignis,268341.9432319805
suzuki,0,0,0,0,0,0,1,0,0,1,1,2009,5080,3308,499,swift,386107.7433483654
hyundai,0,0,1,0,0,0,0,0,1,0,0,2019,6471,1142,387,creta,310028.8231754155
hyundai,0,1,0,0,0,0,0,0,1,1,0,2001,80452,1899,440,i20,363595.5066529052
honda,0,1,0,0,0,0,0,0,1,1,1,2001,28821,4373,190,wr-v,211177.24739763356
suzuki,0,0,0,1,0,0,0,0,1,0,1,2018,124521,3483,448,vitara brezza,346539.8702617282
ford,1,0,0,1,0,0,0,0,1,1,1,2002,30142,2801,327,aspire,292401.37684142456
toyota,0,0,1,0,0,0,0,0,1,0,0,2020,174089,4804,122,camry,227364.89107419178
maruti,1,0,0,1,0,0,0,0,1,0,0,2003,55887,1228,453,baleno,353064.8215110801
hyundai,0,1,0,0,0,0,0,0,0,1,1,2002,108196,1029,94,i20,104145.59051001653
maruti,0,0,0,1,0,0,0,0,1,1,0,2003,33603,1384,163,ciaz,115758.27092818485
ford,0,0,0,1,0,0,0,0,1,1,1,2011,15178,2965,108,ecosport,154995.72833661793
ford,1,0,0,1,0,0,1,0,0,1,0,2007,49363,4072,126,ecosport,113698.98139307273
toyota,0,0,0,1,0,0,0,0,1,1,0,2017,45046,3007,351,fortuner,248210.29709238466
toyota,0,0,0,1,0,0,0,0,1,1,1,2000,163731,3304,89,camry,145227.66465586238
ford,1,0,0,1,0,0,0,1,0,0,1,2004,27114,4508,260,freestyle,313448.0671760792
ford,1,0,0,1,0,0,0,1,0,0,0,2020,95314,1313,433,aspire,363141.06105719274
honda,0,0,0,1,0,0,0,0,1,1,0,2005,9837,4263,423,city,397873.426364818
suzuki,0,0,0,0,0,0,0,0,1,0,0,2016,127744,2814,193,vitara brezza,272790.3545747785
maruti,0,0,1,0,0,0,0,0,1,1,1,2005,142453,1487,353,s-cross,172149.9521045284
hyundai,1,1,0,0,0,0,0,0,1,0,0,2008,49261,4010,134,creta,310333.36793308525
ford,1,0,0,1,0,0,0,0,1,0,1,2012,46213,1183,151,ecosport,162868.74881720153
honda,0,0,1,0,0,0,1,0,0,0,0,2005,171174,3483,483,city,316372.55493452714
toyota,0,0,1,0,0,0,0,0,1,1,0,2004,58206,2398,161,yaris,233906.22606474813
maruti,0,0,0,1,0,0,0,1,0,1,0,2014,50573,1812,327,ertiga,206679.07485476125
hyundai,1,0,0,1,0,0,0,0,1,0,0,2011,188412,3116,55,venue,137463.10356404388
toyota,0,0,0,1,0,0,0,1,0,0,1,2011,79402,2189,332,yaris,239731.1585205224
suzuki,1,0,0,1,0,0,1,0,0,0,0,2008,173643,1942,492,wagonr,392216.6570133076
honda,0,0,0,1,0,0,0,0,1,0,1,2012,63551,1685,228,jazz,225567.00892231733
honda,1,0,0,1,1,0,0,0,0,0,1,2006,159315,3086,478,amaze,295176.81936939317
hyundai,0,0,0,1,0,0,0,0,1,1,0,2012,144252,1776,201,venue,261382.93252583325
maruti,1,0,1,0,0,0,0,0,1,0,1,2008,27629,4934,389,ciaz,295373.4685876315
maruti,1,0,1,0,0,0,0,1,0,1,0,2007,179111,3954,464,s-cross,417794.73501627916
toyota,1,0,1,0,0,0,0,0,1,0,1,2003,195031,2339,188,camry,216621.08849462715
honda,0,0,0,1,0,0,0,1,0,0,1,2004,46586,1344,383,civic,286400.0697687679
hyundai,1,0,0,1,1,0,0,0,0,1,0,2004,39281,3762,260,venue,273243.5654474264
toyota,1,0,0,1,0,0,0,0,1,1,0,2011,30447,2528,299,yaris,300193.59243830503
ford,0,0,0,1,0,0,0,0,1,1,0,2017,110788,4188,334,aspire,397067.119761469
toyota,1,0,0,1,0,0,0,0,1,1,0,2008,81180,3877,226,corolla,106872.6593989059
ford,0,0,0,0,0,0,0,1,0,1,1,2015,6351,4723,177,ecosport,197196.71429570712
suzuki,1,0,1,0,0,0,1,0,0,0,0,2000,7524,4468,163,ciaz,100682.81904386914
toyota,1,0,1,0,0,0,0,0,1,0,1,2004,65100,1817,304,innova,301701.9753134161
maruti,1,0,0,1,0,0,0,1,0,0,0,2005,35212,4556,140,ertiga,218289.71097507945
hyundai,1,0,0,1,0,1,0,0,0,1,0,2003,116614,3681,118,creta,228110.11663688972
hyundai,0,0,0,1,0,0,0,1,0,1,1,2014,125450,2712,487,i10,267475.62841540267
toyota,1,1,0,0,0,0,0,1,0,1,1,2006,13016,2894,210,yaris,244052.74743287519
ford,0,0,1,0,0,0,0,0,1,0,1,2005,116913,2005,330,ecosport,302709.72814558493
honda,1,0,1,0,0,1,0,0,0,0,0,2000,74072,2143,137,city,276949.1406830083
honda,0,0,0,1,0,0,0,0,1,1,1,2019,158115,1973,191,civic,278607.91678242054
hyundai,1,1,0,0,0,0,0,1,0,0,0,2005,69613,2894,114,i10,93849.43024923677
suzuki,1,0,0,1,1,0,0,0,0,0,0,2021,155952,4162,222,alto,295340.23820900917
suzuki,1,0,0,0,0,0,0,0,0,0,0,2016,25047,1844,213,vitara brezza,299095.47141014365
suzuki,1,0,0,1,0,0,0,0,1,1,1,2007,76633,4357,444,vitara brezza,215330.70663981873
toyota,0,0,0,1,0,0,0,0,1,1,1,2018,185343,1452,88,camry,51630.95200931969
maruti,1,0,0,0,0,0,0,0,1,0,1,2008,91521,3845,396,s-cross,456139.6846771974
ford,0,0,1,0,0,0,0,0,1,1,0,2020,111855,3561,229,freestyle,213118.45750567733
hyundai,0,1,0,0,0,0,0,0,1,1,0,2009,180881,1656,370,i20,345567.9629329819
toyota,0,0,0,1,0,0,0,0,1,0,1,2021,161376,1853,154,camry,188166.36543250107
maruti,1,0,0,1,0,0,0,0,1,0,0,2009,118047,2535,176,s-cross,121589.60277553511
honda,1,0,0,1,0,0,0,1,0,0,0,2016,20705,3281,347,civic,401489.27155676245
maruti,1,0,1,0,0,0,0,0,1,1,1,2004,173872,4033,233,ciaz,172574.16993785504
toyota,1,0,0,1,0,0,0,0,1,1,1,2021,37923,2154,303,fortuner,305314.52925396274
ford,0,0,1,0,0,0,0,0,1,1,1,2003,168963,4005,367,ecosport,310486.10718595766
maruti,0,0,0,1,0,0,1,0,0,0,1,2009,41577,4050,459,s-cross,293604.9682716633
hyundai,0,0,1,0,0,0,0,0,1,0,1,2010,41879,1938,156,creta,233756.67658507806
hyundai,0,0,0,1,0,0,0,0,1,1,0,2018,134238,2317,163,venue,264264.7848145449
honda,0,0,1,0,0,0,0,0,1,0,0,2019,53115,3302,180,jazz,234540.69712574573
suzuki,1,1,0,0,0,0,0,1,0,0,0,2016,71981,1983,429,alto,352763.7095003547
ford,0,0,0,1,0,0,0,1,0,0,0,2017,95378,2384,122,aspire,272322.8411674181
maruti,1,0,0,0,0,0,0,0,1,1,0,2010,188316,1238,141,ciaz,191387.63958408573
maruti,0,0,0,1,0,0,0,1,0,1,0,2016,23112,1153,217,s-cross,343523.83908861387
ford,0,0,0,0,0,0,0,1,0,0,1,2004,118242,3598,373,figo,354068.47217801784
honda,1,0,0,1,0,0,0,0,0,0,0,2014,20168,2564,275,amaze,234520.54338665807
maruti,0,0,0,0,0,0,1,0,0,1,1,2002,161874,2634,82,ertiga,47607.96690317437
toyota,1,0,1,0,0,0,0,1,0,1,0,2004,77649,3428,232,corolla,242405.09752471352
ford,1,0,0,0,0,0,0,0,1,0,1,2020,130403,1499,467,freestyle,228844.7387442207
maruti,1,0,1,0,0,0,0,0,1,0,1,2004,157547,3465,439,s-cross,374824.1978538243
toyota,1,0,1,0,0,0,0,0,1,1,1,2012,151678,3997,464,camry,409855.3816728242
hyundai,0,0,1,0,0,0,0,0,1,0,0,2020,181884,4724,476,venue,463815.4033829919
hyundai,0,1,0,0,0,0,0,1,0,1,1,2002,126988,2548,240,creta,263870.9893573795
suzuki,0,0,0,1,0,0,0,1,0,0,1,2004,21105,4068,285,wagonr,248848.46474853603
ford,1,0,1,0,0,0,0,1,0,0,0,2015,70741,1007,416,endeavour,355767.8888904738
maruti,1,0,1,0,0,1,0,0,0,0,0,2007,175593,1804,174,baleno,240490.2421380193
suzuki,1,0,0,1,0,0,0,0,1,0,1,2021,167052,3709,120,alto,231044.27613145718
hyundai,1,0,0,1,0,0,0,1,0,0,1,2007,35484,4470,402,creta,339295.240368918
hyundai,1,0,0,1,0,0,0,0,1,0,0,2006,165357,4670,91,i20,-506.96021153318
hyundai,1,0,0,1,0,0,0,0,1,1,1,2003,25588,1681,269,venue,252605.59353685068
honda,1,0,0,1,0,0,0,0,1,0,0,2016,96353,4846,300,amaze,329570.0520045615
hyundai,1,0,0,1,0,0,1,0,0,1,1,2001,96167,1985,234,verna,237864.32707676277
toyota,0,0,0,1,0,1,0,0,0,1,1,2005,122180,2275,444,innova,341248.2435417117
honda,0,0,1,0,0,0,0,0,1,1,0,2009,90107,2401,492,city,391372.37189907016
suzuki,1,1,0,0,0,0,0,1,0,0,1,2006,43706,4452,136,wagonr,234211.01659656066
ford,1,0,0,1,0,0,0,1,0,1,0,2010,104260,2189,186,freestyle,185240.8540812726
suzuki,1,0,0,1,0,0,0,1,0,1,0,2020,15581,2865,370,ciaz,289931.2905572536
honda,0,0,1,0,0,0,0,0,1,1,1,2015,1783,2575,303,amaze,175197.54062997375
ford,1,0,0,1,0,1,0,0,0,1,1,2014,142939,2538,91,aspire,257322.52655621464
toyota,0,0,0,1,0,0,0,1,0,0,1,2002,188618,3248,335,corolla,382283.00654815615
ford,0,0,0,1,0,0,1,0,0,0,0,2020,32637,4048,101,aspire,225959.28295019048
ford,1,0,0,1,0,0,0,0,1,1,0,2006,88183,3024,485,figo,348349.1438577065
maruti,0,0,0,1,0,0,1,0,0,0,0,2004,32431,4816,364,ertiga,337127.4599338096
suzuki,1,0,1,0,0,0,0,0,1,0,0,2021,180618,3001,287,ciaz,256413.3288540096
hyundai,0,0,1,0,0,0,0,1,0,0,0,2015,150567,1528,205,verna,208424.28665572673
hyundai,0,1,0,0,0,0,0,1,0,0,0,2021,27428,3049,453,venue,386492.72953635047
ford,0,0,0,1,0,0,0,1,0,1,1,2019,29011,3109,144,figo,196994.15789319007
maruti,1,0,0,1,0,0,0,1,0,0,0,2009,133956,4865,241,ciaz,309192.37478760665
maruti,0,0,0,1,0,0,0,1,0,1,1,2014,52973,2985,72,ignis,246470.17227251944
honda,1,1,0,0,0,1,0,0,0,0,0,2021,37978,2647,340,city,439705.6250300964
suzuki,1,0,0,0,0,0,0,0,1,1,1,2009,52525,3654,141,alto,196762.1533414688
toyota,0,0,0,1,0,0,0,0,1,0,1,2021,18271,3772,176,corolla,293596.83659529965
honda,1,0,0,1,0,0,0,1,0,1,1,2015,30610,3922,481,wr-v,379788.39636511006
ford,0,0,1,0,0,0,0,0,0,0,1,2012,191857,4812,128,freestyle,162235.87557063217
suzuki,1,0,0,1,0,0,1,0,0,1,1,2002,37262,1117,220,vitara brezza,195543.91646584164
maruti,0,0,0,1,0,0,0,1,0,1,1,2011,122149,4895,228,ciaz,142111.42327483022
ford,1,0,0,1,0,0,0,1,0,1,1,2015,133814,1512,311,figo,264960.32937917236
hyundai,1,0,0,0,0,0,1,0,0,0,0,2014,75626,1995,353,i10,382950.9433642842
maruti,0,0,1,0,0,0,0,0,1,0,1,2011,54121,2624,119,baleno,211290.74695038775
hyundai,1,0,1,0,0,0,0,0,1,0,1,2015,163776,1174,255,creta,289435.49942161306
maruti,1,0,0,1,0,1,0,0,0,0,1,2021,126680,4953,399,ertiga,314412.5393868139
toyota,1,1,0,0,0,0,0,1,0,0,0,2009,6348,2218,341,fortuner,358693.7588512048
hyundai,0,0,0,1,0,0,0,0,1,0,1,2003,64664,3306,154,venue,92243.03089396327
ford,1,1,0,0,0,1,0,0,0,0,0,2005,193374,4422,339,freestyle,272837.7680109219
maruti,0,0,0,1,0,0,1,0,0,0,1,2005,173269,3760,429,ertiga,352025.0447221457
suzuki,1,0,0,0,0,0,0,0,1,0,0,2021,36899,3832,371,swift,357271.54963892116
suzuki,0,0,0,0,0,0,0,0,1,1,1,2003,83268,2653,61,vitara brezza,141243.59054210866
toyota,1,0,0,1,0,0,0,1,0,0,1,2016,96927,3051,75,yaris,104183.46875799767
hyundai,0,0,1,0,0,0,0,0,0,1,0,2014,152098,4868,348,i20,290310.5586321445
ford,0,1,0,0,0,0,0,1,0,0,0,2005,45623,4204,69,freestyle,150305.87448498854
toyota,1,1,0,0,0,0,0,0,1,0,0,2007,89515,3909,213,corolla,280563.5687502186
honda,1,0,0,1,0,0,0,0,1,0,1,2014,160516,1454,160,jazz,238810.53470365773
toyota,1,0,0,0,0,0,0,0,1,1,1,2019,84225,1388,132,camry,174347.01952119375
honda,1,0,0,1,0,0,0,0,0,0,1,2012,147984,3569,356,civic,336739.4975240697
toyota,0,0,0,1,0,0,0,1,0,0,1,2013,26131,4509,156,innova,324290.0333536781
suzuki,0,0,1,0,0,0,0,0,0,0,1,2013,161141,2059,217,vitara brezza,278258.53919614427
honda,0,0,1,0,0,0,0,0,1,0,1,2007,36634,3854,57,wr-v,149847.89874902577
suzuki,0,1,0,0,0,0,0,0,1,1,1,2004,112098,2014,299,vitara brezza,228396.78299316316
suzuki,1,0,0,1,0,0,0,0,1,0,0,2009,96704,2456,378,ciaz,266437.6973383272
maruti,0,0,0,1,0,0,0,0,1,1,0,2019,132003,4228,290,s-cross,295700.1589551222
toyota,1,0,1,0,0,0,0,0,1,0,0,2002,145597,1787,396,yaris,446489.21139446495
honda,1,0,0,1,0,0,0,0,1,1,0,2009,186776,4277,220,amaze,179909.8175612924
honda,1,0,1,0,0,0,0,0,1,0,0,2018,60938,2081,318,city,368290.4326721239
maruti,1,0,0,1,0,0,0,1,0,1,0,2007,67834,3978,371,s-cross,248975.63140717987
honda,0,0,0,0,0,0,0,1,0,1,1,2008,79753,2749,418,civic,296131.4997129619
toyota,0,0,0,0,0,0,0,0,1,0,1,2019,84922,4340,394,corolla,330685.34248684894
hyundai,1,0,0,1,0,1,0,0,0,0,0,2008,19716,1041,73,i20,135838.24584561048
maruti,1,0,1,0,0,0,0,1,0,1,1,2001,40535,1107,315,s-cross,231656.6757300108
suzuki,0,0,1,0,0,0,1,0,0,1,1,2008,56645,1625,63,swift,174044.5831265266
honda,1,0,0,1,1,0,0,0,0,1,0,2020,38206,2796,416,jazz,437786.3215030738
toyota,1,0,1,0,0,0,0,1,0,1,1,2004,155280,2591,305,yaris,285501.8347273891
toyota,1,0,1,0,0,0,0,0,1,0,1,2021,77355,2532,439,camry,335677.0006273084
suzuki,1,0,0,1,0,0,0,0,1,0,1,2019,139807,1668,305,swift,324190.00231901946
ford,0,0,1,0,0,0,0,1,0,1,1,2018,127894,2188,464,freestyle,375322.667802308
suzuki,1,0,1,0,0,0,0,0,1,0,0,2012,109750,2961,360,ciaz,288880.59435955674
suzuki,1,1,0,0,0,0,0,0,1,1,0,2012,114132,4338,446,alto,263930.02387783956
hyundai,0,0,0,0,0,0,1,0,0,0,0,2004,172374,2512,441,verna,412802.1244959311
maruti,1,0,0,1,0,0,0,1,0,0,0,2015,4862,1139,496,ignis,356961.2667802222
toyota,0,0,0,0,0,0,0,0,1,1,0,2008,156274,3046,447,yaris,355090.0317423369
honda,0,0,0,1,0,0,0,0,1,0,1,2014,195384,3317,390,city,345719.1161988126
honda,0,0,0,1,0,0,0,1,0,0,1,2016,62339,3080,392,amaze,300756.829510767
ford,1,0,1,0,0,0,1,0,0,1,0,2013,169034,4004,420,ecosport,200361.80430904197
maruti,0,0,1,0,0,0,0,0,1,1,0,2008,19183,3024,385,s-cross,256712.51710953415
ford,0,0,0,0,0,0,0,0,1,0,0,2013,56413,1348,472,freestyle,395436.7373555729
hyundai,0,0,1,0,0,0,0,1,0,0,0,2012,119941,4882,300,i10,240361.77643621265
toyota,0,0,1,0,0,0,0,0,0,0,1,2009,105957,1866,323,camry,294108.3907894845
hyundai,0,0,0,1,0,0,0,0,1,0,0,2000,54470,3016,195,i10,262484.30458385334
honda,1,0,0,1,0,0,0,1,0,1,1,2007,49607,2117,424,city,396454.2472374174
hyundai,0,0,1,0,0,0,1,0,0,1,1,2016,162232,1129,470,creta,359400.83607661823
honda,0,0,0,1,0,0,0,0,1,0,1,2010,27091,3486,313,civic,291972.86506301095
ford,0,0,0,1,0,0,1,0,0,1,0,2001,8550,2460,393,endeavour,341042.417921729
ford,1,0,0,1,0,0,0,0,1,1,0,2020,59640,4866,97,endeavour,260021.02491904824
ford,0,0,1,0,0,0,0,0,1,0,0,2005,3480,1288,328,aspire,322842.20777736366
hyundai,0,0,0,1,0,0,0,1,0,0,1,2009,121415,2706,402,venue,358181.20323173475
suzuki,0,0,0,1,0,0,0,0,1,0,0,2000,8687,4395,50,wagonr,133346.25264447645
maruti,1,0,0,1,0,0,0,0,1,0,1,2007,198537,1786,403,baleno,387877.09151000495
hyundai,1,0,0,1,0,0,0,1,0,1,1,2007,77157,4223,493,creta,377764.8427272788
maruti,0,0,0,1,1,0,0,0,0,1,0,2010,142361,4713,87,ciaz,259033.00420865457
hyundai,0,0,0,1,0,0,0,1,0,1,1,2005,177545,3161,148,venue,207942.59410204284
suzuki,0,0,0,1,0,0,1,0,0,0,1,2011,102750,4982,209,ciaz,345204.8900412104
honda,0,0,0,1,0,0,1,0,0,0,1,2017,126679,3841,268,amaze,291356.79338996636
ford,0,0,0,1,0,0,0,1,0,1,1,2009,189077,4204,411,ecosport,349716.5873553153
honda,1,0,0,1,0,0,1,0,0,0,0,2017,198823,3986,202,wr-v,183667.11674401
honda,0,0,0,1,0,0,1,0,0,0,0,2004,45331,3663,211,city,87917.55885881718
honda,0,0,1,0,0,0,0,0,1,1,0,2018,69533,4765,479,amaze,462399.0477192603
honda,0,0,0,1,0,0,0,1,0,0,1,2004,158305,3962,447,amaze,326820.5749346479
ford,0,0,0,1,0,0,1,0,0,1,1,2020,183746,3985,119,figo,207293.34580664654
maruti,0,1,0,0,0,0,1,0,0,1,0,2012,125907,1404,80,ciaz,106189.85715754358
suzuki,0,0,0,1,0,0,0,1,0,1,0,2013,161766,2304,480,alto,343052.26195856923
honda,0,0,0,1,0,1,0,0,0,1,0,2008,156934,3682,472,city,349677.84342914633
suzuki,0,1,0,0,0,0,1,0,0,1,0,2018,90789,3368,326,ciaz,391061.66459272744
ford,0,0,0,0,0,0,0,0,1,1,1,2010,18161,2090,168,endeavour,152373.7733319367
